REFERENCE;ETABLISSEMENT;RESEAU;ACTIVIT;CONTACT;EMAILCONTACT;SITEWEB;TELEPHONE;FAX;HANDICAPS;CODEPOSTAL;ADRESSE;REGION;DEPARTEMENT;VILLE
2014-00147;Restaurant La Chaumiere;Tourisme et Handicap;Restaurant;M.Lefaucheux;philippe.lefaudeux@orange.fr;http://www.chaumiere-normandie.com;233541494;;"auditif ; mental ; moteur ; visuel";50630;6 Place de Gaulle;Normandie;MANCHE;QUETTEHOU
2014-00148;Hôtel Restaurant Auberge Normande;Tourisme et Handicap;Hotel-restaurant;M.Morel;auberge-normande@wanadoo.fr;http://www.aubergenormande.com;233422828;233420072;"auditif ; mental ; moteur ; visuel";50500;11 C Boulevard de Verdun;Normandie;MANCHE;CARENTAN
2014-00149;Cotentin Croisières;Tourisme et Handicap;;M.Fortin;cotentincroisieres@wanadoo.fr;http://www.cotentin-nautisme.com;662116069;;"auditif ; mental";50110;Port de Plaisance Chantereyne;Normandie;MANCHE;TOURLAVILLE
2014-00150;Hôtel Francois 1er;Tourisme et Handicap;Hôtel;M.Peron;contact@hotelfrancoispremier.fr;http://www.hotelfrancoispremier.fr;545808080;545359034;"mental ; visuel";16100;3 Place Francois 1er;Aquitaine Limousin Poitou-Charentes;CHARENTE;COGNAC
2014-00151;Office de tourisme de haute Charente Maison des Lacs;Tourisme et Handicap;Office de tourisme;Mme DELAGE;office.tourisme@lacshautecharente.com;http://www.lacsdehautecharente.com;545652669;545677269;"auditif ; mental ; moteur";16310;Le Bourg;Aquitaine Limousin Poitou-Charentes;CHARENTE;MASSIGNAC
2014-00152;Méditathèque de Barcelonnette;Tourisme et Handicap;;Mme Lebre;infos-mediatheque@barcelonnette.com;http://www.mediathequedebarcelonnette.unblog.fr;492815165;;"mental ; moteur";4400;Place Gilles de Gênes;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;BARCELONNETTE
2014-00153;Restaurant La Ferme Marine;Tourisme et Handicap;Restaurant;M.Cuccurullo;groupe.fermemarine@orange.fr;http://www.lafermemarine.fr;467212120;;"auditif ; mental ; moteur";34340;Route des Parcs;Languedoc-Roussillon Midi-Pyrénées;HERAULT;MARSEILLAN
2014-00154;Chambres d'hôtes Joelia;Tourisme et Handicap;Chambre d'hôtes;M.Jarny;villajoelia@gmail.com;http://www.villa-joelia.com;240827342;;"auditif ; mental ; moteur";44210;48 La Maison Vigneux Sainte Marie sur Mer;Pays de la Loire;LOIRE-ATLANTIQUE;PORNIC
2014-00155;Office de toutisme du Canton de la Côte des Havres;Tourisme et Handicap;Office de tourisme;M.Nicolle;tourisme-montmartin@wanadoo.fr;http://www.cotedeshavres-tourisme.com;233475180;;"auditif ; mental ; moteur ; visuel";50590;30 rue de l'Aumesle;Normandie;MANCHE;HAUTEVILLE SUR MER
2014-00156;Centre départemental de Plein Air du Chambon;Tourisme et Handicap;Hébergement collectif;M.Montauban;info@lacharente.org;http://www.lechambon.org;545707042;545232151;"mental ; moteur";16220;;Aquitaine Limousin Poitou-Charentes;CHARENTE;EYMOUTHIERS
2014-00157;Gite d'étape de Bannalec;Tourisme et Handicap;Hébergement collectif;M.André Yves;randogite@bannalec.fr;http://www.bannalec.fr;298395722;298395185;"auditif ; mental";29390;18 rue de Quimperlé;Bretagne;FINISTERE;BANNALEC
2014-00158;Gite;Tourisme et Handicap;Meublé de tourisme;M.Bernard;ronanmarie@free.fr;http://;298915486;;"auditif ; mental";29790;Kerlomp;Bretagne;FINISTERE;MAHALON
2014-00161;Gite A l'Orée du Bois;Tourisme et Handicap;Meublé de tourisme;Mme Aliouane;resagite@yahoo.fr;http://www.locations29.com;624656089;;"auditif ; mental ; visuel";29100;Kerampape;Bretagne;FINISTERE;POULDERGAT
2014-00162;Hôtel Le Bouclier d'Or;Tourisme et Handicap;Hôtel;M.Denis;contact@lebouclierdor.com;http://www.lebouclierdor.com;388137355;388137389;"auditif ; mental";67000;1 rue du Bouclier;Alsace Champagne-Ardenne Lorraine;BAS-RHIN;STRASBOURG
2014-00163;Gite Le Grain de sable;Tourisme et Handicap;Meublé de tourisme;M.Gosselin;gosselin.thierry@gmail.com;http://;670785098;;"auditif ; mental ; visuel";76370;8 avenue Marie Alexis;Normandie;SEINE-MARITIME;SAINT-MARTIN-EN-CAMPAGNE
2014-00164;Hôtel Best Western Les Terrasses de Montargis;Tourisme et Handicap;Hotel-restaurant;M.Foujanat;bestwestern.lesterrasses@gmail.com;http://www.hotelrestaurantlesterrasses-montargis.de;218122020;218122021;"mental ; moteur ; visuel";45700;Parc d'Aboria 805 avenue des Platanes;Centre -  Val de Loire;LOIRET;PANNES
2014-00165;Gite de la Bocquerie;Tourisme et Handicap;Meublé de tourisme;Mme Brunet;resahebergement@domaine-de-dienne.fr;http://www.domaine-de-dienne.fr;549457788;549541796;"auditif ; mental";86410;La Bocquerie;Aquitaine Limousin Poitou-Charentes;VIENNE;DIENNE
2014-00166;Gite Berry - Domaine de Bel Etre;Tourisme et Handicap;Meublé de tourisme;M.Chaigneau;contact@beletre.com;http://www.beletre.com;254002647;;"auditif ; mental ; moteur ; visuel";36210;Domaine de Bel Etre;Centre -  Val de Loire;INDRE;VARENNES-SUR-FOUZON
2014-00167;Restaurant Le Couraduque;Tourisme et Handicap;Restaurant;Mme Huot-Marchand;val.azun.loisirs@orange.fr;http://;562974216;;"auditif ; mental ; moteur ; visuel";65400;Col de la Couraduque;Languedoc-Roussillon Midi-Pyrénées;HAUTES-PYRENEES;AUCUN
2014-00168;Village Vacances La Riviere Cap France;Tourisme et Handicap;Village de vacances;M.Brochet;direction-la-riviere@capfrance.com;http://www.sejourvendee.com;251582128;251587761;"auditif ; mental ; moteur ; visuel";85163;Rue de la Chesseliere;Pays de la Loire;VENDEE;SAINT JEAN DE MONTS
2014-00169;Gite La Clé des Champs;Tourisme et Handicap;Meublé de tourisme;Mme Aliouane;resagite@yahoo.fr;http://www.locations29.com;624656089;;"auditif ; mental";29100;;Bretagne;FINISTERE;POULDERGAT
2014-00170;Hotel La Villa Bel Ange;Tourisme et Handicap;Hôtel;M.Jaouen;lavillabelange@orange.fr;http://www.lavillabelange.com;297502344;;"auditif ; mental";56470;25 route des plages;Bretagne;MORBIHAN;SAINT-PHILIBERT
2014-00171;Parc Aquatique Natureo;Tourisme et Handicap;;M.Lagache;infos@parc-natureo.fr;http://www.parc-natureo.fr;24791343455;247913459;"auditif ; mental ; moteur ; visuel";37600;1 Allée des Lys;Centre -  Val de Loire;INDRE-ET-LOIRE;LOCHES
2014-00172;Office de tourisme de Langeais-Castelvalerie;Tourisme et Handicap;Office de tourisme;M.Taffut;tourisme.langeais@orange.fr;http://www.tourisme-langeais.com;247965822;;"auditif ; mental ; moteur ; visuel";37130;19 rue Thiers;Centre -  Val de Loire;INDRE-ET-LOIRE;LANGEAIS
2014-00173;Restaurant l'Ambacia;Tourisme et Handicap;Restaurant;M.Gautillot;restaurantlambacia@yahoo.fr;http://;247232144;;"auditif ; mental ; moteur";37530;12 Place Michel Debré;Centre -  Val de Loire;INDRE-ET-LOIRE;AMBOISE
2014-00174;Salle de spectacle Artémia;Tourisme et Handicap;;M.Grouzis;carcangioli@groupetranchant.com;http://www.groupetranchant.com;466534095;466534101;"mental ; moteur";30240;100 Route de l'Espiguette;Languedoc-Roussillon Midi-Pyrénées;GARD;GRAU-DU-ROI (LE)
2014-00175;Maison de Pays Domaine d'Escary Mas Dieu;Tourisme et Handicap;Lieu de visite;M.Fournier;contact@masdieuvillage.fr;http://www.masdieuvillage.fr;609878669;467298086;"auditif ; mental";34340;145 Avenue Gilbert Sénes;Languedoc-Roussillon Midi-Pyrénées;HERAULT;MONTARNAUD
2014-00176;Gite des Bois de Romaison;Tourisme et Handicap;Meublé de tourisme;Mme Coffineau;coffineau.romaison@wanadoo.fr;http://;238962645;;"auditif ; mental ; moteur";45260;Hameau Romaison;Centre -  Val de Loire;LOIRET;CHAILLY-EN-GATINAIS
2014-00177;Chambres d'hôtes Le Rougé;Tourisme et Handicap;Chambre d'hôtes;M.Ackroyd;murack@wanadoo.fr;http://www.rougeariege.com;561048036;;"auditif ; mental ; moteur ; visuel";9420;Rougé;Languedoc-Roussillon Midi-Pyrénées;ARIEGE;ESPLAS-DE-SEROU
2014-00178;Jardin de Balata;Tourisme et Handicap;Lieu de visite;M.Fontenille;jardin-balata@wanadoo.fr;http://www.jardindebalata.com;596644875;596647340;"auditif ; mental ; moteur ; visuel";97234;10km Route de Balata;Martinique;MARTINIQUE;FORT DE FRANCE
2014-00179;Huilerie de Neuville;Tourisme et Handicap;Lieu de visite;M.Blanvillain;info@huilerie-de-neuville.com;http://www.huilerie-de-neuville.com;549512016;549513702;"mental ; moteur";86170;2 rue Robert Schuman;Aquitaine Limousin Poitou-Charentes;VIENNE;NEUVILLE-DE-POITOU
2014-00180;Village de Vacances Les Chalets de Moulière;Tourisme et Handicap;Village de vacances;M.Boutin;villagevacance@laligue86.org;http://www.laligue86.org;549858440;549858469;"auditif ; mental";86210;Rue des Ardentes;Aquitaine Limousin Poitou-Charentes;VIENNE;VOUNEUIL SUR VIENNE
2014-00181;Gite La Bourrine Gites Les Rochelles;Tourisme et Handicap;Meublé de tourisme;M.Michaud;lesrochelles@live.fr;http://www.giteslesrochelles.com;251553399;;"auditif ; mental ; moteur ; visuel";85300;30 rue des Rochelles;Pays de la Loire;VENDEE;SOULLANS
2014-00182;Gite La Pibole Gites Les Rochelles;Tourisme et Handicap;Meublé de tourisme;M.Michaud;lesrochelles@live.fr;http://www.giteslesrochelles.com;251553399;;"auditif ; mental ; moteur ; visuel";85300;30 rue des Rochelles;Pays de la Loire;VENDEE;SOULLANS
2014-00183;Office de Tourisme de Nimes Annexe;Tourisme et Handicap;Office de tourisme;Mme Bourgade;info@ot-nimes.fr;http://www.nimes-tourisme.com;466583803;466583801;"auditif ; mental ; moteur ; visuel";300020;Esplanade;Languedoc-Roussillon Midi-Pyrénées;GARD;NIMES
2014-00184;Gite Touraine;Tourisme et Handicap;Meublé de tourisme;M.Casanova;"jjcasa@jjcasa;fr";http://www.chambredhotescasanova.org;254710902;;"auditif ; mental ; moteur ; visuel";41130;4 rue Aristide Ronestant;Centre -  Val de Loire;LOIR-ET-CHER;CHATILLON SUR CHER
2014-00185;Gite Berry;Tourisme et Handicap;Meublé de tourisme;M.Casanova;jjcasa@jjcasa.fr;http://www.chambredhotescasanova.org;254710902;;"auditif ; mental ; moteur ; visuel";41130;4 rue Aristide Ronestant;Centre -  Val de Loire;LOIR-ET-CHER;CHATILLON SUR CHER
2014-00192;MUSEE INTERNATIONAL DE LA PARFUMERIE;Engagement Qualité PACA;Lieu de visite;Leleux Jean-Pierre;bchaminade@paysdegrasse.fr;http://www.museesdegrasse.com;04 97 05 58 02;;;6130;2, Bd du Jeu de ballon;Provence Alpes-Côte d'Azur;ALPES-MARITIMES;GRASSE
2014-00193;JARDINS DU MUSEE INTERNATIONAL DE LA PARFUMERIE;Engagement Qualité PACA;Lieu de visite;Leleux Jean-Pierre;bchaminade@paysdegrasse.fr;http://www.museesdegrasse.com;04 97 05 58 02;;;6370;979, Chemin des Gourettes;Provence Alpes-Côte d'Azur;ALPES-MARITIMES;MOUANS SARTOUX
2014-00204;Meublé de tourisme;Tourisme et Handicap;Meublé de tourisme;M.Mackaie;michel.mackaie@orange.fr;http://;386750843;;"auditif ; mental ; moteur ; visuel";89160;61 Grande Rue;Bourgogne Franche-Comté;YONNE;ARGENTEUIL-SUR-ARMANCON
2014-00205;Restaurant le Pirate;Tourisme et Handicap;Restaurant;M.Savoie;patsav@orange.fr;http://www.brasserie-au-pirate.com;233500383;;"auditif ; mental ; moteur ; visuel";50400;2 Place du Général de Gaulle;Normandie;MANCHE;GRANVILLE
2014-00206;Ponton de pêche - Pêche de Monts;Tourisme et Handicap;;M.Chataignier;31aappma.monts@gmail.com;http://www.defepeche37.fr;247265765;;"auditif ; mental ; moteur ; visuel";37260;120 rue du Val de l'Indre;Centre -  Val de Loire;INDRE-ET-LOIRE;MONTS
2014-00207;Médiathèque Emile Zola;Tourisme et Handicap;;M.Gudin de Vallerin;homere.mca@montpellier-agglo.com;http://www.montpellier-agglo.com;499062714;467348701;"auditif ; mental ; moteur";34000;2018 Boulevar de l'Aeroport International;Languedoc-Roussillon Midi-Pyrénées;HERAULT;MONTPELLIER
2014-00208;Village de vacances Ternelia Les Rabuons;Tourisme et Handicap;Village de vacances;M.Caltabellota;lerabuons@ternelia.com;http://www.rabuons-mercantour.com;493024007;493024219;"auditif ; mental ; moteur";66650;27 rue  Droite;Provence Alpes-Côte d'Azur;ALPES-MARITIMES;SAINT ETIENNE DE TINÉE
2014-00209;Gite du Meunier;Tourisme et Handicap;Meublé de tourisme;Mme Vivier;vivier.jocelyne@wanadoo.fr;http://www.gitecharente.com;545969973;;"auditif ; mental ; visuel";16290;Neuillac;Aquitaine Limousin Poitou-Charentes;CHARENTE;ASNIERES-SUR-NOUERE
2014-00210;Gite rural;Tourisme et Handicap;Meublé de tourisme;Mme Asensio;Karine.asensio@gmx.fr;http://;467231137;;"auditif ; mental ; visuel";34330;Lieu Dit le Banes;Languedoc-Roussillon Midi-Pyrénées;HERAULT;SOULIE (LE)
2014-00211;Office de tourisme de Vouvray;Tourisme et Handicap;Office de tourisme;Mme Bruere;office-tourisme-vouvray@wanadoo.fr;http://www.tourismevouvray-valdeloire.com;247526873;;"auditif ; mental ; moteur ; visuel";37210;12 Rue de Rabelais;Centre -  Val de Loire;INDRE-ET-LOIRE;VOUVRAY
2014-00212;Hôtel Hor;Tourisme et Handicap;Hôtel;M.Debecque;direction@hotel-hor.com;http://www.hotel-hor.com;156337272;;"mental ; visuel";75010;160 rue La Fayette;Ile-de-France;PARIS;PARIS
2014-00213;Gite La Petite Bergerie;Tourisme et Handicap;Meublé de tourisme;Mme Manchon;manchoncl@wanadoo.fr;http://;232502136;;"auditif ; mental ; moteur";27400;Route d'Evreux Hameau les planches;Normandie;EURE;ACQUIGNY
2014-00214;Chambres d'hôtes La Fontaine du Tonneau;Tourisme et Handicap;Chambre d'hôtes;Mme Pasquin;noemie.caron@wanadoo.fr;http://www.la-fontaine-du-tonneau.emonsite.com;622794171;;"auditif ; mental";36260;6 Chemin de Montchevry;Centre -  Val de Loire;INDRE;REUILLY
2014-00215;Hôtel Eskualduna Chez Katina;Tourisme et Handicap;Hôtel;Mme Ducos;chezkatina@wanadoo.fr;http://www.chezkatina.com;5593777172;559377339;"auditif ; mental";64780;;Aquitaine Limousin Poitou-Charentes;PYRENEES-ATLANTIQUES;SAINT MARTIN D'ARROSSA
2014-00216;Gite du Val Anger;Tourisme et Handicap;Meublé de tourisme;M.Leudet;eliphi3àwanadoo.fr;http://;232574458;;"auditif ; mental ; moteur ; visuel";27680;505 rue du Val Anger;Normandie;EURE;TROUVILLE-LA-HAULE
2014-00246;Gite Flora;Tourisme et Handicap;Meublé de tourisme;Mme Crolais;anne.marie.crolais@cernet.fr;http://www.gitesdarmor.com;296729533;296728365;"auditif ; mental ; moteur ; visuel";22400;L'hyodal;Bretagne;COTES-D'ARMOR;SAINT-ALBAN
2014-00247;Gite Ilet;Tourisme et Handicap;Meublé de tourisme;Mme Crolais;anne.marie.crolais@cernet.fr;http://www.gitedarmor.com;296729533;296728365;"auditif ; mental ; moteur ; visuel";22400;L'Hyoval;Bretagne;COTES-D'ARMOR;SAINT-ALBAN
2014-00248;Gite Sable d'Or;Tourisme et Handicap;Meublé de tourisme;Mme Crolais;anne.marie.crolais@cernet.fr;http://www.gitesdarmor.com;296729533;296728365;"auditif ; mental ; moteur ; visuel";22400;L'Hyoval;Bretagne;COTES-D'ARMOR;SAINT-ALBAN
2014-00249;Gite Val d'André;Tourisme et Handicap;Meublé de tourisme;Mme Crolais;anne.marie.crolais@cernet.fr;http://www.gitesdarmor.com;296729533;296728365;"auditif ; mental ; moteur ; visuel";22400;L'Hyoval;Bretagne;COTES-D'ARMOR;SAINT-ALBAN
2014-00250;Hotel Palym;Tourisme et Handicap;Hôtel;Mme Lacoume;b64200@gmail.com;http://www.hotel-palym-biarritz.fr;559241656;;"auditif ; mental ; moteur ; visuel";64200;7 rue du Port Vieux;Aquitaine Limousin Poitou-Charentes;PYRENEES-ATLANTIQUES;BIARRITZ
2014-00251;Maison de la Vache Qui Rit;Tourisme et Handicap;Lieu de visite;M.Markarian;contact@lamaisondelavachequirit.com;http://www.lamaisondelavachequirit.com;384435410;;"auditif ; mental ; moteur ; visuel";39000;25 rue Richebourg;Bourgogne Franche-Comté;JURA;LONS LE SAULNIER
2014-00252;Office de tourisme d'Embrun;Tourisme et Handicap;Office de tourisme;Mme Rambaud;contact@tourisme-embrun.com;http://www.tourisme-embrun.com;492437272;;"auditif ; mental ; moteur ; visuel";5200;Place du Général Dosse;Provence Alpes-Côte d'Azur;HAUTES-ALPES;EMBRUN
2014-00253;Chateau de la Buzine Maison des cinématographies de la Mediterranée;Tourisme et Handicap;Lieu de visite;Mme Fedele;contact@labuzine.com;http://www.labuzine.com;491452760;491439123;"mental ; moteur";13011; Parc des 7 collines;Provence Alpes-Côte d'Azur;BOUCHES-DU-RHONE;MARSEILLE
2014-00254;Office de tourisme de Salon de Provence;Tourisme et Handicap;Office de tourisme;M.Bouniol;accueil@visitsalondeprovence.com;http://www.salondeprovence.com;490562760;;"auditif ; mental ; moteur";13300;56 Cours Gimon;Provence Alpes-Côte d'Azur;BOUCHES-DU-RHONE;SALON DE PROVENCE
2014-00255;Arboretum - Le jardin de Gaston;Tourisme et Handicap;Lieu de visite;M.Vulpian;tourisme@stmartindecrau.fr;http://www.ville-saint-martin-de-crau.fr;490479840;490479844;"auditif ; mental ; moteur";13310;Avenue de Plaisance;Provence Alpes-Côte d'Azur;BOUCHES-DU-RHONE;SAINT MARTIN DE CRAU
2014-00256;Chambres d'hôtes Les Oiseaux de Pasage;Tourisme et Handicap;Chambre d'hôtes;M.Vergneau;gerard.vergneau@gmail.com;http://www.bnb-lesoiseauxdepassage.com;231226040;;"auditif ; mental ; moteur ; visuel";14230;Hameau de la Madeleine;Normandie;CALVADOS;ISIGNY SUR MER
2014-00257;Meublé de tourisme;Tourisme et Handicap;Meublé de tourisme;Mme Chanselle;af.chanselle@orange.fr;http://www.lefragnaud.com;546955134;;"auditif ; moteur";17250;Le fragnaud;Aquitaine Limousin Poitou-Charentes;CHARENTE-MARITIME;SAINT PORCHAIRE
2014-00259;Hotel restaurant Edward 1er;Tourisme et Handicap;Hotel-restaurant;M.Capelle;info@hoteledward1er.com;http://www.hoteledward1er.com;553224400;553225799;"auditif ; mental ; moteur ; visuel";24540;5 rue Saint Pierre;Aquitaine Limousin Poitou-Charentes;DORDOGNE;MONPAZIER
2014-00260;Office de tourisme de Romans;Tourisme et Handicap;Office de tourisme;M.Brillaud;contact@romans-tourisme.com;http://www.romans-tourisme.com;475022872;475059162;"auditif ; mental ; moteur ; visuel";26100;62 Avenue Gambetta;Auvergne Rhône-Alpes;DROME;ROMANS
2014-00261;Office de tourisme de Gisors;Tourisme et Handicap;Office de tourisme;M.Goncalvez;info@tourisme-gisors.fr;http://www.tourisme-gisors.fr;232276063;232276075;"auditif ; mental ; moteur ; visuel";27140;4 rue du Général de Gaulle;Normandie;EURE;GISORS
2014-00262;Auberge de la Rose;Tourisme et Handicap;Restaurant;Mme Chasteignier;info@aubergedelarose.org;http://www.aubergedelarose.org;237480513;;"auditif ; mental";28260;6 rue Charles Lechevrel;Centre -  Val de Loire;EURE-ET-LOIR;ANET
2014-00263;Gite de groupe de Moriers;Tourisme et Handicap;Meublé de tourisme;M.Roulle;mairie.moriers@wanadoo.fr;http://;237472658;237472658;"auditif ; mental ; moteur ; visuel";28800;10 rue de la République;Centre -  Val de Loire;EURE-ET-LOIR;MORIERS
2014-00264;Auberge du Moulin à vent;Tourisme et Handicap;Hotel-restaurant;M.Santarromana;lemoulinaventmanou@orange.fr;http://www.aubergedumoulinavent.fr;237818548;;"mental ; moteur";28240;23 rue Chemin du Moulin à vent;Centre -  Val de Loire;EURE-ET-LOIR;MANOU
2014-00265;Restaurant la Butte;Tourisme et Handicap;Restaurant;M.Conraux;info@labutte.fr;http://www.labutte.fr;298254054;298254417;"auditif ; mental ; moteur ; visuel";29260;10 Rue de la Mer;Bretagne;FINISTERE;PLOUIDER
2014-00266;Restaurant de la Pointe de Cap Coz;Tourisme et Handicap;Restaurant;M.Le Torc'h;bienvenue@hotel-capcoz.com;http://www.hotel-capcoz.com;298560163;;"auditif ; mental ; moteur ; visuel";29170;Cap Coz;Bretagne;FINISTERE;FOUESNANT
2014-00267;Hotel de la Pointe de Cap Coz;Tourisme et Handicap;Hôtel;M.Le Torc'h;bienvenue@hotel-capcoz.com;http://www.hotel-capcoz.com;298560163;;"auditif ; mental ; moteur ; visuel";29170;Cap Coz;Bretagne;FINISTERE;FOUESNANT
2014-00268;Musée Maison des Abeilles;Tourisme et Handicap;Lieu de visite;Mme Robrolle-mary;lamaisondesabeilles36@orange.fr;http://www.maisondesabeilles.com;254286863;;"auditif ; mental ; visuel";36300;La Vallée Route de Concremiers;Centre -  Val de Loire;INDRE;INGRANDES
2014-00269;Offfice de tourisme d'Issoudun;Tourisme et Handicap;Office de tourisme;Mme Bruneau;tourisme@issoudun.fr;http://www.issoudun.fr;254217402;254030336;"auditif ; mental ; moteur ; visuel";36000;Place Saint Cyr;Centre -  Val de Loire;INDRE;ISSOUDUN
2014-00270;Meublé Le Clos du Coteau;Tourisme et Handicap;Meublé de tourisme;Mme Rouquette;reservation@gites-touraine.com;http://www.perso.gites-touraine.com/leclosducoteau/;247275610;247481339;"auditif ; mental ; visuel";37140;4 Route Saint-Gilles;Centre -  Val de Loire;INDRE-ET-LOIRE;BENAIS
2014-00271;Restaurant Le Bousquet;Tourisme et Handicap;Restaurant;M.Doremus;stephane.doremus@gmail.com;http://www.le-bousquet.com;254714444;254717400;"auditif ; mental ; moteur";41110;6 rue de la Cave;Centre -  Val de Loire;LOIR-ET-CHER;POUILLE
2014-00272;Gite Le Fidésien;Tourisme et Handicap;Meublé de tourisme;M.Grayel;h.grayel@orange.fr;http://www.gites-de-france-loire.com;477940973;;"auditif ; mental";42140;Le Bourg;Auvergne Rhône-Alpes;LOIRE;CHEVRIÈRES
2014-00273;Gite Le Chevretin;Tourisme et Handicap;Meublé de tourisme;M.Grayel;h.grayel@orange.fr;http://www.gites-de-france-loire.com;477940973;;"auditif ; mental";42140;Le Bourg;Auvergne Rhône-Alpes;LOIRE;CHEVRIÈRES
2014-00274;Gite de groupe Les Jardins du Cléray;Tourisme et Handicap;Meublé de tourisme;Mme Coquet;contact@jardincleray.fr;http://www.jardincleray.fr;615042250;;"auditif ; mental";44330;Le Cléray;Pays de la Loire;LOIRE-ATLANTIQUE;VALLET
